Id,Property type,Property subtype,Bedroom number,Bathroom number,Habitable surface,Room number,Has basement,Has lift,Has garden,Garden surface,Toilet number,Has swimming pool,Has terrace,Terrace surface,Fireplace number,Region,Locality,Post code,Street,Number,Condition,Construction year,Facade number,Floor number,Buildable floor surface,Kitchen type,Land surface,Is furnished,Cadastral income,Price type,Price,Price additional value,Url
72,HOUSE,VILLA,4.0,2.0,195.0,,1.0,0.0,1.0,900.0,3.0,0.0,1.0,15.0,,Flanders,Dilbeek,1700,Kalenbergstraat,58,AS_NEW,1955.0,4.0,,85.0,INSTALLED,1045.0,0.0,1571.0,residential_sale,525000.0,,https://www.immoweb.be/en/classified/villa/for-sale/dilbeek/1700/8934071?searchId=5f6f96ec61112
73,HOUSE,HOUSE,4.0,2.0,190.0,,1.0,0.0,1.0,10.0,2.0,0.0,1.0,,,Brussels,Woluwe-Saint-Pierre,1150,Rue Felix De Keuster,7,GOOD,1950.0,2.0,,210.0,INSTALLED,182.0,0.0,1425.0,residential_sale,595000.0,,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/8897112?searchId=5f6f96ec61112
74,HOUSE,TOWN_HOUSE,5.0,1.0,200.0,,1.0,0.0,1.0,35.0,1.0,,1.0,6.0,1.0,Flanders,Linkebeek,1630,Rue de la Brasserie,59,AS_NEW,1970.0,2.0,,0.0,HYPER_EQUIPPED,100.0,,1283.0,residential_sale,579000.0,,https://www.immoweb.be/en/classified/town-house/for-sale/linkebeek/1630/8779194?searchId=5f6f96ec61112
75,HOUSE,HOUSE,2.0,1.0,85.0,,1.0,,,,1.0,,,,,Flanders,Ronse,9600,Clariststeegje,1,GOOD,1899.0,2.0,,0.0,INSTALLED,41.0,,151.0,residential_sale,125000.0,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/8951802?searchId=5f6f96ec61112
76,HOUSE,HOUSE,2.0,2.0,70.0,,,0.0,1.0,200.0,2.0,0.0,1.0,10.0,,Wallonie,Chaudfontaine Embourg,4053,Rue Joseph Deflandre,207,GOOD,1918.0,2.0,,54.0,INSTALLED,240.0,0.0,905.0,residential_sale,159000.0,,https://www.immoweb.be/en/classified/house/for-sale/chaudfontaine-embourg/4053/8888588?searchId=5f6f96ec61112
77,HOUSE,HOUSE,3.0,1.0,120.0,,,0.0,1.0,250.0,2.0,0.0,1.0,15.0,,Wallonie,Huy,4500,Rue Cherave,111,GOOD,2009.0,2.0,,0.0,INSTALLED,300.0,0.0,566.0,residential_sale,225000.0,,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/8885231?searchId=5f6f96ec61112
78,HOUSE,HOUSE,3.0,1.0,190.0,,,0.0,,,2.0,0.0,1.0,,,Wallonie,Herstal,4040,Rue Ernest Solvay,11,GOOD,1960.0,2.0,,6.0,INSTALLED,143.0,0.0,1762.0,residential_sale,229000.0,,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/8806166?searchId=5f6f96ec61112
79,HOUSE,HOUSE,3.0,1.0,150.0,,1.0,,1.0,50.0,1.0,,1.0,30.0,,Wallonie,FLÉMALLE-HAUTE,4400,Thier des Trixhes,16,AS_NEW,,2.0,,0.0,INSTALLED,286.0,,697.0,residential_sale,289000.0,,https://www.immoweb.be/en/classified/house/for-sale/flemalle-haute/4400/8948885?searchId=5f6f96ec61112
80,HOUSE,TOWN_HOUSE,3.0,1.0,220.0,,,,1.0,149.0,2.0,,1.0,,,Flanders,SINT-GILLIS-WAAS,9170,Herenstraat,49,TO_BE_DONE_UP,1977.0,2.0,,0.0,INSTALLED,230.0,,902.0,residential_sale,289000.0,,https://www.immoweb.be/en/classified/town-house/for-sale/sint-gillis-waas/9170/8833986?searchId=5f6f96ec61112
81,HOUSE,MIXED_USE_BUILDING,4.0,4.0,400.0,,1.0,0.0,,,5.0,0.0,,,,Wallonie,Amay,4540,Place Gustave Rome,4,GOOD,1930.0,2.0,,184.0,INSTALLED,312.0,0.0,1968.0,residential_sale,465000.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/amay/4540/8923626?searchId=5f6f96ec61112
82,HOUSE,HOUSE,3.0,3.0,298.0,,,,1.0,,4.0,,1.0,30.0,,Flanders,Wilrijk,2610,Mogendhedenlaan,12,GOOD,1970.0,3.0,,0.0,HYPER_EQUIPPED,620.0,,1224.0,residential_sale,599000.0,,https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/8954010?searchId=5f6f96ec61112
83,HOUSE,VILLA,4.0,2.0,343.0,,,0.0,1.0,240.0,2.0,0.0,1.0,70.0,,Flanders,Kortrijk,8500,Pater Damiaanstraat,2,AS_NEW,2006.0,4.0,,0.0,USA_HYPER_EQUIPPED,814.0,0.0,1871.0,residential_sale,1075000.0,,https://www.immoweb.be/en/classified/villa/for-sale/kortrijk/8500/8942963?searchId=5f6f96ec61112
84,HOUSE,HOUSE,3.0,1.0,115.0,,,0.0,1.0,30.0,1.0,0.0,1.0,15.0,,Flanders,Ronse,9600,Voorzienigheidsstraat,41,GOOD,1918.0,2.0,,55.0,SEMI_EQUIPPED,80.0,0.0,356.0,residential_sale,159500.0,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/8919384?searchId=5f6f96ec61112
85,HOUSE,APARTMENT_BLOCK,4.0,2.0,200.0,,1.0,0.0,1.0,150.0,2.0,,1.0,4.0,,Brussels,Woluwe-Saint-Pierre,1150,Avenue du Haras,142,GOOD,1961.0,3.0,,0.0,SEMI_EQUIPPED,301.0,0.0,2300.0,residential_sale,650000.0,,https://www.immoweb.be/en/classified/apartment-block/for-sale/woluwe-saint-pierre/1150/8913667?searchId=5f6f96ec61112
86,HOUSE,VILLA,5.0,2.0,220.0,,1.0,0.0,1.0,375.0,2.0,0.0,1.0,25.0,,Brussels,Woluwe-Saint-Pierre,1150,Avenue de Tervueren,416,TO_RENOVATE,1965.0,4.0,,110.0,NOT_INSTALLED,512.0,0.0,5282.0,residential_sale,980000.0,,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/8880591?searchId=5f6f96ec61112
87,HOUSE,HOUSE,4.0,,112.0,,,,1.0,,1.0,,,,,Flanders,Ronse,9600,Neerhofstraat,25,TO_BE_DONE_UP,1899.0,2.0,,0.0,SEMI_EQUIPPED,100.0,,267.0,residential_sale,158000.0,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/8910756?searchId=5f6f96ec61112
88,HOUSE,HOUSE,3.0,1.0,300.0,,1.0,0.0,,,2.0,,,,,Brussels,Woluwe-Saint-Lambert,1200,Avenue Jean Laudy,51,TO_RENOVATE,,3.0,,0.0,NOT_INSTALLED,130.0,,1955.0,residential_sale,590000.0,,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/8925822?searchId=5f6f96ec61112
89,HOUSE,HOUSE,4.0,2.0,135.0,,1.0,0.0,1.0,100.0,3.0,0.0,1.0,15.0,,Wallonie,Liege,4020,Rue Saint Vincent,26,TO_RENOVATE,1933.0,2.0,,36.0,NOT_INSTALLED,194.0,0.0,946.0,residential_sale,225000.0,,https://www.immoweb.be/en/classified/house/for-sale/liege/4020/8917085?searchId=5f6f96ec61112
90,HOUSE,HOUSE,4.0,1.0,240.0,,1.0,,,,1.0,0.0,1.0,100.0,,Wallonie,Remicourt Hodeige,4351,Maladrie,26,GOOD,1950.0,3.0,,0.0,INSTALLED,1766.0,0.0,743.0,residential_sale,360000.0,,https://www.immoweb.be/en/classified/house/for-sale/remicourt-hodeige/4351/8890924?searchId=5f6f96f54e4bf
91,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Flanders,Gent,9000,Doornzelestraat,23,,,,,0.0,,,,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/8903967?searchId=5f6f96f54e4bf
92,HOUSE,HOUSE,5.0,2.0,176.0,,,0.0,1.0,415.0,2.0,0.0,1.0,30.0,,Flanders,Brugge,8000,Zeebruggelaan,83,GOOD,1999.0,3.0,,294.0,INSTALLED,712.0,0.0,1603.0,residential_sale,545000.0,,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/8816528?searchId=5f6f96f54e4bf
93,HOUSE,VILLA,4.0,2.0,196.0,,,0.0,,,2.0,0.0,1.0,,,Flanders,Oudenaarde,9700,Blote,6,JUST_RENOVATED,1982.0,4.0,,0.0,INSTALLED,3560.0,0.0,743.0,residential_sale,695000.0,,https://www.immoweb.be/en/classified/villa/for-sale/oudenaarde/9700/8830192?searchId=5f6f96f54e4bf
94,HOUSE,VILLA,4.0,2.0,249.0,,,,1.0,610.0,2.0,,1.0,64.0,1.0,Flanders,Beigem,1852,Beigemsesteenweg,274,GOOD,1976.0,4.0,,,INSTALLED,1010.0,,1764.0,residential_sale,760000.0,,https://www.immoweb.be/en/classified/villa/for-sale/beigem/1852/8911330?searchId=5f6f96f54e4bf
95,HOUSE,VILLA,5.0,4.0,508.0,6.0,1.0,0.0,1.0,800.0,4.0,0.0,1.0,,,Brussels,Woluwe-Saint-Pierre,1150,Avenue des Mille Mètres,26,AS_NEW,2017.0,4.0,,157.0,HYPER_EQUIPPED,1100.0,0.0,0.0,residential_sale,1950000.0,,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/7959358?searchId=5f6f96f54e4bf
96,HOUSE,HOUSE,2.0,1.0,85.0,,1.0,0.0,,,1.0,0.0,1.0,12.0,,Wallonie,Saint-Georges-sur-Meuse,4470,Rue Reine Astrid,105,AS_NEW,1874.0,3.0,,0.0,USA_HYPER_EQUIPPED,240.0,0.0,371.0,residential_sale,159000.0,,https://www.immoweb.be/en/classified/house/for-sale/saint-georges-sur-meuse/4470/8944950?searchId=5f6f96f54e4bf
97,HOUSE,HOUSE,3.0,1.0,140.0,,,,,,1.0,,1.0,,,Flanders,BAASRODE,9200,Mandekensstraat,112,GOOD,1965.0,3.0,,0.0,SEMI_EQUIPPED,574.0,,699.0,residential_sale,349000.0,,https://www.immoweb.be/en/classified/house/for-sale/baasrode/9200/8909205?searchId=5f6f96f54e4bf
98,HOUSE,HOUSE,3.0,1.0,156.0,,,,,,2.0,,1.0,,1.0,Flanders,Berchem,2600,Arthur Sterckstraat,64,AS_NEW,1905.0,1.0,,,HYPER_EQUIPPED,70.0,0.0,761.0,residential_sale,429000.0,,https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/8945278?searchId=5f6f96f54e4bf
99,HOUSE,EXCEPTIONAL_PROPERTY,5.0,2.0,180.0,,,,1.0,200.0,2.0,,1.0,17.0,,Flanders,Tervuren,3080,Tervuursesteenweg,105,AS_NEW,2004.0,3.0,,180.0,USA_HYPER_EQUIPPED,300.0,,936.0,residential_sale,499000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/tervuren/3080/8950124?searchId=5f6f96f54e4bf
100,HOUSE,TOWN_HOUSE,5.0,4.0,243.0,,,,,,7.0,,1.0,,,Brussels,Etterbeek,1040,Avenue du Maelbeek,43,GOOD,1904.0,2.0,,0.0,NOT_INSTALLED,70.0,,1269.0,first_session_with_reserve_price,598000.0,,https://www.immoweb.be/en/classified/town-house/for-sale/etterbeek/1040/8922100?searchId=5f6f96f54e4bf
101,HOUSE,VILLA,4.0,3.0,449.0,,1.0,,,,3.0,,1.0,,,Flanders,SINT-GENESIUS-RODE,1640,J. B. Woutersstraat,48,GOOD,1987.0,4.0,,0.0,INSTALLED,2840.0,,4655.0,residential_sale,795000.0,,https://www.immoweb.be/en/classified/villa/for-sale/sint-genesius-rode/1640/8931242?searchId=5f6f96f54e4bf
102,HOUSE,HOUSE,4.0,2.0,285.0,,,0.0,1.0,750.0,3.0,0.0,1.0,60.0,,Flanders,Gent,9000,Cyriel Buyssestraat,14,GOOD,1978.0,4.0,,155.0,INSTALLED,968.0,0.0,2825.0,residential_sale,895000.0,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/8932157?searchId=5f6f96f54e4bf
103,HOUSE,HOUSE,3.0,1.0,394.0,,,,,,2.0,,,,,Flanders,Gooik,1755,Dorpsstraat,5,GOOD,1971.0,2.0,,0.0,INSTALLED,200.0,,1637.0,residential_sale,495000.0,,https://www.immoweb.be/en/classified/house/for-sale/gooik/1755/8938314?searchId=5f6f96f54e4bf
104,HOUSE,HOUSE,7.0,2.0,340.0,,1.0,0.0,1.0,400.0,3.0,0.0,1.0,,,Brussels,Molenbeek-Saint-Jean,1080,Rue de la Sonatine,,GOOD,1962.0,3.0,,0.0,HYPER_EQUIPPED,400.0,,2607.0,residential_sale,620000.0,,https://www.immoweb.be/en/classified/house/for-sale/molenbeek-saint-jean/1080/8704694?searchId=5f6f96f54e4bf
105,HOUSE,BUNGALOW,3.0,1.0,200.0,,1.0,0.0,1.0,625.0,2.0,0.0,1.0,,,Wallonie,Donceel Limont,4357,Rue Gilles Ghaye,2,TO_BE_DONE_UP,1972.0,3.0,,130.0,SEMI_EQUIPPED,778.0,0.0,877.0,residential_sale,240000.0,,https://www.immoweb.be/en/classified/bungalow/for-sale/donceel-limont/4357/8880236?searchId=5f6f96f54e4bf
106,HOUSE,HOUSE,3.0,1.0,97.0,,,,1.0,48.0,2.0,,1.0,,,Flanders,SINT-GILLIS-DENDERMONDE,9200,Oud Strijdersplein,12,JUST_RENOVATED,1959.0,2.0,,0.0,,100.0,,299.0,residential_sale,279000.0,,https://www.immoweb.be/en/classified/house/for-sale/sint-gillis-dendermonde/9200/8923381?searchId=5f6f96f54e4bf
107,HOUSE,HOUSE,2.0,1.0,150.0,,1.0,0.0,1.0,276.0,2.0,0.0,1.0,,,Flanders,Evergem,9940,Belzeelse Kerkweg,110,AS_NEW,2020.0,3.0,,0.0,HYPER_EQUIPPED,436.0,0.0,0.0,residential_sale,415000.0,,https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/8950526?searchId=5f6f96f54e4bf
108,HOUSE,OTHER_PROPERTY,4.0,,450.0,,,,,,,,1.0,,,Flanders,Anzegem,8570,Dompelstraat,5,AS_NEW,1985.0,4.0,,0.0,HYPER_EQUIPPED,4762.0,,1182.0,residential_sale,1295000.0,,https://www.immoweb.be/en/classified/other-property/for-sale/anzegem/8570/8895286?searchId=5f6f96f54e4bf
109,HOUSE,VILLA,4.0,,450.0,,,,,,,,1.0,,,Flanders,Anzegem,8570,Dompelstraat,5,AS_NEW,1985.0,4.0,,0.0,HYPER_EQUIPPED,4762.0,,1182.0,residential_sale,1295000.0,,https://www.immoweb.be/en/classified/villa/for-sale/anzegem/8570/8895285?searchId=5f6f96f54e4bf
110,HOUSE,HOUSE,4.0,1.0,250.0,,1.0,,1.0,2300.0,2.0,,1.0,50.0,,Wallonie,Libin,6890,Rue du Congo,26,GOOD,1993.0,4.0,,150.0,INSTALLED,2485.0,0.0,864.0,residential_sale,329000.0,,https://www.immoweb.be/en/classified/house/for-sale/libin/6890/8917212?searchId=5f6f96f54e4bf
111,HOUSE,VILLA,4.0,,194.0,,1.0,,1.0,850.0,2.0,,1.0,20.0,,Flanders,Bilzen,3740,Begeveldstraat,50,,2010.0,4.0,,,SEMI_EQUIPPED,1000.0,,940.0,residential_sale,379000.0,,https://www.immoweb.be/en/classified/villa/for-sale/bilzen/3740/8777589?searchId=5f6f96f54e4bf
112,HOUSE,EXCEPTIONAL_PROPERTY,4.0,4.0,470.0,,1.0,0.0,1.0,2000.0,5.0,,1.0,100.0,,Wallonie,Libin Redu,6890,Rue Hamaide,92,AS_NEW,2000.0,4.0,,204.0,HYPER_EQUIPPED,2298.0,0.0,0.0,residential_sale,519000.0,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/libin-redu/6890/8936216?searchId=5f6f96f54e4bf
113,HOUSE,VILLA,5.0,2.0,400.0,,1.0,,,,2.0,,,,,Flanders,Tiegem,8573,Tiegemberg,29,GOOD,1981.0,4.0,,0.0,SEMI_EQUIPPED,19683.0,,1523.0,residential_sale,899500.0,,https://www.immoweb.be/en/classified/villa/for-sale/tiegem/8573/8940704?searchId=5f6f96f54e4bf
114,HOUSE,HOUSE,3.0,,120.0,,1.0,,1.0,45.0,1.0,,,,,Flanders,Boechout,2530,Lange Kroonstraat,186,TO_RENOVATE,1936.0,2.0,,0.0,SEMI_EQUIPPED,90.0,0.0,364.0,residential_sale,239000.0,,https://www.immoweb.be/en/classified/house/for-sale/boechout/2530/8924605?searchId=5f6f96f54e4bf
115,HOUSE,MIXED_USE_BUILDING,3.0,1.0,180.0,,1.0,0.0,,,2.0,0.0,,,,Wallonie,Saint-Hubert,6870,Place du Marché,3,TO_RENOVATE,1850.0,2.0,,96.0,NOT_INSTALLED,96.0,0.0,1604.0,residential_sale,89000.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/saint-hubert/6870/8693767?searchId=5f6f96f54e4bf
116,HOUSE,HOUSE,2.0,1.0,125.0,,1.0,0.0,,,1.0,0.0,,,,Flanders,Ronse,9600,Bereidersstraat,37,JUST_RENOVATED,1930.0,2.0,,60.0,HYPER_EQUIPPED,60.0,0.0,371.0,residential_sale,124900.0,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/8800079?searchId=5f6f96f54e4bf
117,HOUSE,MIXED_USE_BUILDING,3.0,1.0,156.0,,,0.0,,,2.0,0.0,,,,Wallonie,Liège Grivegnée,4030,Boulevard de Douai,47,TO_BE_DONE_UP,1937.0,2.0,,67.0,NOT_INSTALLED,71.0,0.0,578.0,residential_sale,129000.0,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/liege-grivegnee/4030/8325945?searchId=5f6f96f54e4bf
118,HOUSE,HOUSE,4.0,1.0,197.0,,,0.0,1.0,70.0,1.0,0.0,1.0,15.0,,Flanders,Ronse,9600,Langehaag,28,TO_BE_DONE_UP,1922.0,2.0,,120.0,SEMI_EQUIPPED,170.0,0.0,605.0,residential_sale,159000.0,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/8447172?searchId=5f6f96f54e4bf
119,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Flanders,Lauwe,8930,Koning Boudewijnstraat,,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/lauwe/8930/8767662?searchId=5f6f96f54e4bf
120,HOUSE,HOUSE,4.0,1.0,100.0,,,0.0,,,2.0,0.0,,,,Wallonie,Chaudfontaine Beaufays,4052,Voie de l'Air Pur,45,TO_RENOVATE,1938.0,4.0,,75.0,INSTALLED,75.0,0.0,669.0,residential_sale,172500.0,,https://www.immoweb.be/en/classified/house/for-sale/chaudfontaine-beaufays/4052/8761939?searchId=5f6f96f38a238
121,HOUSE,HOUSE,5.0,2.0,200.0,,1.0,0.0,1.0,122.0,2.0,0.0,1.0,10.0,,Wallonie,Verviers Ensival,4800,Rue Grand'Ville,86,GOOD,1900.0,2.0,,87.0,INSTALLED,215.0,0.0,862.0,residential_sale,180000.0,,https://www.immoweb.be/en/classified/house/for-sale/verviers-ensival/4800/8661918?searchId=5f6f96f38a238
122,HOUSE,HOUSE,2.0,1.0,120.0,,,0.0,1.0,510.0,1.0,0.0,1.0,30.0,,Wallonie,Seraing,4100,Rue des Chanterelles,104,JUST_RENOVATED,1920.0,3.0,,0.0,USA_SEMI_EQUIPPED,695.0,0.0,342.0,residential_sale,189000.0,,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/8881958?searchId=5f6f96f38a238
123,HOUSE,HOUSE,4.0,1.0,120.0,,,0.0,1.0,140.0,1.0,0.0,1.0,23.0,,Wallonie,Huy,4500,Rue Duresse,38,GOOD,1885.0,3.0,,95.0,HYPER_EQUIPPED,1329.0,0.0,323.0,residential_sale,195000.0,,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/8912534?searchId=5f6f96f38a238
124,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Leuze-En-Hainaut,7900,,,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/leuze-en-hainaut/7900/8018096?searchId=5f6f96f38a238
125,HOUSE,HOUSE,2.0,1.0,145.0,,,0.0,1.0,55.0,2.0,0.0,1.0,10.0,,Flanders,Ronse,9600,Geraardsbergenstraat,21,GOOD,1933.0,2.0,,110.0,HYPER_EQUIPPED,200.0,0.0,565.0,residential_sale,205000.0,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/8904672?searchId=5f6f96f38a238
126,HOUSE,HOUSE,3.0,1.0,175.0,,,0.0,,,2.0,,,,,Wallonie,Saint-Nicolas,4420,Rue Ferdinand Nicolay,280,TO_RENOVATE,1976.0,3.0,,70.0,SEMI_EQUIPPED,288.0,0.0,1405.0,residential_sale,209000.0,,https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/8880237?searchId=5f6f96f38a238
127,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Flanders,Middelkerke,8430,Westendelaan,97,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/middelkerke/8430/8232952?searchId=5f6f96f38a238
128,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Ath,7800,Chaussée de Mons,2-10,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ath/7800/8015897?searchId=5f6f96f38a238
129,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Libin,6890,Ruelle des Messes,,,,,,0.0,,,,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/libin/6890/8691015?searchId=5f6f96f38a238
130,HOUSE,HOUSE,3.0,1.0,124.0,,1.0,,1.0,180.0,2.0,,1.0,24.0,,Wallonie,Liège,4000,Rue Chiff d'Or,8,AS_NEW,1993.0,2.0,,0.0,INSTALLED,381.0,,1214.0,residential_sale,227500.0,,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/8733450?searchId=5f6f96f38a238
131,HOUSE,HOUSE,4.0,1.0,226.0,,1.0,,1.0,150.0,1.0,,1.0,25.0,,Flanders,Averbode,3271,Bredestraat,70,TO_RENOVATE,1930.0,3.0,,0.0,INSTALLED,398.0,,577.0,residential_sale,230000.0,,https://www.immoweb.be/en/classified/house/for-sale/averbode/3271/8848048?searchId=5f6f96f38a238
132,HOUSE,HOUSE,4.0,2.0,192.0,,,0.0,1.0,1300.0,2.0,0.0,,,,Wallonie,Wanze,4520,Rue Sart Gregoire,"2,A",GOOD,1995.0,4.0,,105.0,INSTALLED,1511.0,0.0,903.0,residential_sale,230000.0,,https://www.immoweb.be/en/classified/house/for-sale/wanze/4520/8782763?searchId=5f6f96f38a238
133,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Ath,7800,,,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ath/7800/7730618?searchId=5f6f96f38a238
134,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Flanders,Westende,8434,Lombardsijdelaan,165,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/westende/8434/8261226?searchId=5f6f96f38a238
135,HOUSE,HOUSE,2.0,1.0,100.0,,1.0,0.0,1.0,120.0,1.0,0.0,1.0,30.0,,Wallonie,Herstal,4040,Rue du trois juin,125,JUST_RENOVATED,1964.0,2.0,,0.0,USA_INSTALLED,293.0,0.0,940.0,residential_sale,240000.0,,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/8824639?searchId=5f6f96f38a238
136,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Warchin,7548,,,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/warchin/7548/8451457?searchId=5f6f96f38a238
137,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,MORIALME,5621,,,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/morialme/5621/8405312?searchId=5f6f96f38a238
138,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Les Bons Villers,6210,Dreve de la Source,,,,,,0.0,,,,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/les-bons-villers/6210/8411299?searchId=5f6f96f38a238
139,HOUSE,HOUSE,4.0,1.0,173.0,,1.0,0.0,1.0,55.0,1.0,0.0,1.0,20.0,,Flanders,Ronse,9600,Zonnebloemstraat,14,JUST_RENOVATED,1930.0,2.0,,90.0,HYPER_EQUIPPED,133.0,0.0,322.0,residential_sale,259900.0,,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/8909901?searchId=5f6f96f38a238
140,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Flanders,Kortemark,8610,Stadenstraat,104,,,,,0.0,,,,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/kortemark/8610/8861987?searchId=5f6f96f38a238
141,HOUSE,HOUSE,3.0,1.0,118.0,,1.0,0.0,1.0,973.0,2.0,1.0,1.0,,,Wallonie,Huy,4500,Rue du Vieux Pont,9,TO_BE_DONE_UP,1963.0,2.0,,0.0,HYPER_EQUIPPED,1150.0,0.0,1487.0,residential_sale,265000.0,,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/8785498?searchId=5f6f96f38a238
142,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Baelen,4837,,,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/baelen/4837/8728780?searchId=5f6f96f38a238
143,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Jambes,5100,Rue d'Enhaive,245,,,,,0.0,,,,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/jambes/5100/8314689?searchId=5f6f96f38a238
144,HOUSE,HOUSE,2.0,1.0,68.0,,1.0,,,,1.0,,1.0,,,Flanders,Brugge,8000,Vizierstraat,29,JUST_RENOVATED,1930.0,2.0,,,INSTALLED,48.0,1.0,247.0,residential_sale,289000.0,,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/8807803?searchId=5f6f96f38a238
145,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Jodoigne,1370,,,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/jodoigne/1370/8869782?searchId=5f6f96f38a238
146,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Flanders,Aartrijke,8211,Eernegemsestraat,10,,,,,0.0,,,,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/aartrijke/8211/8882325?searchId=5f6f96f38a238
147,HOUSE,HOUSE,3.0,2.0,160.0,,1.0,0.0,1.0,860.0,2.0,0.0,1.0,15.0,,Wallonie,Mont-Saint-Guibert,1435,rue des écoles,16,TO_BE_DONE_UP,1780.0,4.0,,100.0,USA_HYPER_EQUIPPED,954.0,0.0,394.0,residential_sale,299000.0,,https://www.immoweb.be/en/classified/house/for-sale/mont-saint-guibert/1435/8801126?searchId=5f6f96f38a238
148,HOUSE_GROUP,HOUSE_GROUP,,,,,,,,,,,,,,Wallonie,Arlon,6700,Rue de Bitburg,,,,,,0.0,,,0.0,0.0,group_sale,,,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/arlon/6700/8608655?searchId=5f6f96f38a238
